MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:3042141	Traf7	TNF receptor-associated factor 7	17		positive regulation of apoptotic signaling pathway			ISO	Q6Q0C0 	J:164563 	
MGI:1913847	Trim13	tripartite motif-containing 13	14		positive regulation of cell death			ISO	O60858 	J:164563 	
MGI:1914104	Trim35	tripartite motif-containing 35	14		positive regulation of apoptotic process			IBA	PTN000647089 	J:265628 	
MGI:1914104	Trim35	tripartite motif-containing 35	14		positive regulation of apoptotic process	regulates a function/process that happens in erythroid lineage cell		IDA		J:84377 	
MGI:1914104	Trim35	tripartite motif-containing 35	14		positive regulation of apoptotic process			ISO	Q9UPQ4 	J:164563 	
MGI:1890659	Trim39	tripartite motif-containing 39	17		positive regulation of apoptotic signaling pathway			IBA	PTN001535873 	J:265628 	
MGI:1890659	Trim39	tripartite motif-containing 39	17		positive regulation of apoptotic signaling pathway			ISO	Q9HCM9 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of apoptotic process			IGI	MGI:99702 	J:38331 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of apoptotic process	happens in metanephros		IGI	MGI:102845 MGI:99702 	J:111678 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of apoptotic process	happens in stomach epithelium		IMP	MGI:1857590 	J:124814 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of apoptotic process			ISO	RGD:3889 	J:155856 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of apoptotic process			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of cardiac muscle cell apoptotic process	regulates a function/process that happens in heart,regulates a function/process that happens in cardiac muscle cell		IMP	MGI:1857263 	J:183674 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of execution phase of apoptosis			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of intrinsic apoptotic signaling pathway			ISO	RGD:3889 	J:155856 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of intrinsic apoptotic signaling pathway			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of neuron apoptotic process			IDA		J:63419 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of neuron apoptotic process	happens in cerebral cortex,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IGI	MGI:1335098 	J:63078 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of neuron apoptotic process	happens in forebrain		IGI	MGI:1927345 	J:111068 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of neuron apoptotic process	happens in superior cervical ganglion,regulates a function/process that happens in neuron		IMP	MGI:1857263 	J:47680 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of neuron apoptotic process			IMP	MGI:1857590 	J:97170 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of neuron apoptotic process	happens in telencephalon,regulates a function/process that happens in neuron		IMP	MGI:1857590 	J:66953 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of neuron apoptotic process	happens in telencephalon,regulates a function/process that happens in neuron		IMP	MGI:1857590 	J:115386 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of programmed necrotic cell death	happens in cardiac muscle cell,is a part of cellular response to hydrogen peroxide		IMP		J:259866 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of release of cytochrome c from mitochondria			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of thymocyte apoptotic process			IMP		J:170216 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of thymocyte apoptotic process	regulates a function/process that happens in thymus,regulates a function/process that happens in DN3 thymocyte|regulates a function/process that happens in thymus,regulates a function/process that happens in DN4 thymocyte|regulates a function/process that happens in thymus,regulates a function/process that happens in double-positive, alpha-beta thymocyte|regulates a function/process that happens in thymus,regulates a function/process that happens in CD4-positive, alpha-beta thymocyte		IMP	MGI:1857590 	J:118992 	
MGI:2138319	Trp53bp2	transformation related protein 53 binding protein 2	1		positive regulation of execution phase of apoptosis			ISO	Q13625 	J:164563 	
MGI:2138319	Trp53bp2	transformation related protein 53 binding protein 2	1		positive regulation of neuron death			ISO	RGD:1305461 	J:155856 	
MGI:1926609	Trp53inp1	transformation related protein 53 inducible nuclear protein 1	4		positive regulation of apoptotic process			IDA		J:72788 	
MGI:1926609	Trp53inp1	transformation related protein 53 inducible nuclear protein 1	4		positive regulation of apoptotic signaling pathway		PR:Q9QXE4-2	IGI	MGI:1336991 	J:104726 	
MGI:1330810	Trp63	transformation related protein 63	16		positive regulation of apoptotic signaling pathway			IDA		J:50106 	
MGI:1330810	Trp63	transformation related protein 63	16		positive regulation of fibroblast apoptotic process			ISO	Q9H3D4 	J:164563 	
MGI:1336991	Trp73	transformation related protein 73	4		positive regulation of apoptotic process			ISO	RGD:1307083 	J:155856 	
MGI:1336991	Trp73	transformation related protein 73	4		positive regulation of apoptotic signaling pathway			IGI	Q9QXE4-2 	J:104726 	
MGI:1336991	Trp73	transformation related protein 73	4		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	regulates a function/process that happens in fibroblast		IGI	MGI:2442925 MGI:98834 	J:99862 	
MGI:1351901	Trpm2	transient receptor potential cation channel, subfamily M, member 2	10		positive regulation of oxidative stress-induced neuron death			ISO	RGD:1311889 	J:155856 	
MGI:1929996	Trpm7	transient receptor potential cation channel, subfamily M, member 7	2		positive regulation of apoptotic process			ISO	RGD:620053 	J:155856 	
MGI:1927616	Trps1	transcriptional repressor GATA binding 1	15		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors			IBA	PTN002931555 	J:265628 	
MGI:1927616	Trps1	transcriptional repressor GATA binding 1	15		positive regulation of extrinsic apoptotic signaling pathway via death domain receptors			IGI	MGI:107191 MGI:95484 	J:141606 	
MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	11		positive regulation of apoptotic process			ISO	RGD:628841 	J:155856 	
MGI:109127	Tsc22d1	TSC22 domain family, member 1	14		positive regulation of apoptotic process		PR:P62500-2	IDA		J:169435 	
MGI:88222	Tspo	translocator protein	15		positive regulation of apoptotic process			ISO	RGD:2228 	J:155856 	
MGI:88222	Tspo	translocator protein	15		positive regulation of necrotic cell death			ISO	RGD:2228 	J:155856 	
MGI:1889549	Txnip	thioredoxin interacting protein	3		positive regulation of apoptotic process			ISO	RGD:620886 	J:155856 	
MGI:1354175	Txnrd1	thioredoxin reductase 1	10		positive regulation of cell death			ISO	RGD:61959 	J:155856 	
MGI:1277211	Tyrobp	TYRO protein tyrosine kinase binding protein	7		positive regulation of hippocampal neuron apoptotic process	happens in hippocampal formation,is a part of forebrain development,happens in microglial cell,regulates a function/process that happens in hippocampal formation,regulates a function/process that happens in hippocampal neuron		IDA		J:140167 	
MGI:1277211	Tyrobp	TYRO protein tyrosine kinase binding protein	7		positive regulation of neuron death	is a part of response to axon injury,happens in microglial cell,regulates a function/process that happens in hypoglossal nerve,is a part of microglial cell activation involved in immune response,regulates a function/process that happens in neuron		IMP		J:221150 	
MGI:1919815	Uaca	uveal autoantigen with coiled-coil domains and ankyrin repeats	9		positive regulation of apoptotic process			IDA		J:93333 	
MGI:1919815	Uaca	uveal autoantigen with coiled-coil domains and ankyrin repeats	9		positive regulation of apoptotic process	happens in preputial gland of male		IMP	MGI:3043446 	J:89918 	
MGI:1919815	Uaca	uveal autoantigen with coiled-coil domains and ankyrin repeats	9		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			IBA	PTN002792995 	J:265628 	
MGI:1919815	Uaca	uveal autoantigen with coiled-coil domains and ankyrin repeats	9		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			IDA		J:93333 	
MGI:1919815	Uaca	uveal autoantigen with coiled-coil domains and ankyrin repeats	9		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	regulates a function/process that happens in fibroblast		IMP	MGI:3043446 	J:93333 	
MGI:98888	Ubb	ubiquitin B	11		positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator			ISO	P0CG47 	J:141360 	
MGI:1344410	Ubd	ubiquitin D	17		positive regulation of apoptotic process			IBA	PTN000071593 	J:265628 	
MGI:1344410	Ubd	ubiquitin D	17		positive regulation of apoptotic process			IMP		J:163145 	
MGI:1344410	Ubd	ubiquitin D	17		positive regulation of apoptotic process			ISO	O15205 	J:164563 	
MGI:108278	Ube2m	ubiquitin-conjugating enzyme E2M	7		positive regulation of neuron apoptotic process			ISO	RGD:1307614 	J:155856 	
MGI:1343160	Ube2z	ubiquitin-conjugating enzyme E2Z	11		positive regulation of apoptotic process			ISO	Q9H832 	J:164563 	
MGI:109354	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier)	7		positive regulation of cell death			ISO	RGD:3932 	J:155856 	
MGI:894703	Unc5b	unc-5 netrin receptor B	10		positive regulation of extrinsic apoptotic signaling pathway in absence of ligand			ISO	RGD:621756 	J:155856 	
MGI:1095412	Unc5c	unc-5 netrin receptor C	3		positive regulation of apoptotic process	happens in seminiferous tubule,regulates a function/process that happens in spermatocyte		IMP	MGI:1857852 	J:132146 	
MGI:1342278	Unc13b	unc-13 homolog B	4		positive regulation of apoptotic process			ISO	O14795 	J:164563 	
MGI:2182061	Usp7	ubiquitin specific peptidase 7	16		positive regulation of apoptotic process			ISO	RGD:1306915 	J:155856 	
MGI:1859645	Usp27x	ubiquitin specific peptidase 27, X chromosome	X		positive regulation of apoptotic process			IDA		J:235307 	
MGI:1914455	Utp11	UTP11 small subunit processome component	4		positive regulation of apoptotic process			ISO	Q9Y3A2 	J:164563 	
MGI:99919	Vcp	valosin containing protein	4		activation of cysteine-type endopeptidase activity involved in apoptotic process			IDA		J:87334 	
MGI:103076	Vdr	vitamin D (1,25-dihydroxyvitamin D3) receptor	15		positive regulation of apoptotic process involved in mammary gland involution	regulates a function/process that happens in mammary gland		IMP	MGI:2183404 	J:92080 	
MGI:1921932	Wdr35	WD repeat domain 35	12		positive regulation of apoptotic process			ISO	RGD:1564116 	J:155856 	
MGI:1921932	Wdr35	WD repeat domain 35	12		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	RGD:1564116 	J:155856 	
MGI:1921932	Wdr35	WD repeat domain 35	12		positive regulation of release of cytochrome c from mitochondria			ISO	RGD:1564116 	J:155856 	
MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	11		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	regulates a function/process that happens in cardiac muscle cell		IDA		J:119489 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		positive regulation of neuron death	regulates a function/process that happens in neuron of cerebral cortex		IDA		J:176368 	
MGI:98958	Wnt5a	wingless-type MMTV integration site family, member 5A	14		positive regulation of thymocyte apoptotic process	regulates a function/process that happens in thymus,regulates a function/process that happens in thymocyte		IMP		J:130359 	
MGI:108061	Wnt10b	wingless-type MMTV integration site family, member 10B	15		positive regulation of apoptotic process			ISO	O00744 	J:164563 	
MGI:101948	Wnt11	wingless-type MMTV integration site family, member 11	7		positive regulation of apoptotic process	happens in palatal shelf,regulates a function/process that happens in epithelial cell|happens in palatal shelf,regulates a function/process that happens in mesenchymal stem cell		IMP		J:132412 	
MGI:98968	Wt1	Wilms tumor 1 homolog	2		positive regulation of apoptotic process			ISO	P19544 	J:164563 	
MGI:1931237	Wwox	WW domain-containing oxidoreductase	8		positive regulation of extrinsic apoptotic signaling pathway			IMP		J:150686 	
MGI:1931237	Wwox	WW domain-containing oxidoreductase	8		positive regulation of extrinsic apoptotic signaling pathway in absence of ligand			IDA		J:150686 	
MGI:98970	Xbp1	X-box binding protein 1	11		positive regulation of endothelial cell apoptotic process			ISO	P17861 	J:164563 	
MGI:98973	Xdh	xanthine dehydrogenase	17		activation of cysteine-type endopeptidase activity involved in apoptotic process			ISO	P47989 	J:164563 	
MGI:1927449	Zbp1	Z-DNA binding protein 1	2		positive regulation of apoptotic process			IDA		J:289444 J:289082 J:289096 	
MGI:1927449	Zbp1	Z-DNA binding protein 1	2		positive regulation of apoptotic process			IMP		J:290369 	
MGI:1927449	Zbp1	Z-DNA binding protein 1	2		positive regulation of necroptotic process			IDA		J:289445 J:289452 J:289066 J:289074 J:289082 J:289096 	
MGI:1927449	Zbp1	Z-DNA binding protein 1	2		positive regulation of necroptotic process			IMP		J:242990 J:242991 J:290369 	
MGI:1927449	Zbp1	Z-DNA binding protein 1	2		positive regulation of necroptotic process			ISO	Q9H171 	J:164563 	
MGI:103222	Zbtb16	zinc finger and BTB domain containing 16	9		positive regulation of apoptotic process	happens in hand		IMP	MGI:2182708 	J:62547 	
MGI:1930128	Zc3h8	zinc finger CCCH type containing 8	2		positive regulation of thymocyte apoptotic process			ISO	Q8N5P1 	J:164563 	
MGI:2385891	Zc3h12a	zinc finger CCCH type containing 12A	4		positive regulation of cell death			ISO	Q5D1E8 	J:164563 	
MGI:2385891	Zc3h12a	zinc finger CCCH type containing 12A	4		positive regulation of execution phase of apoptosis			IDA		J:178149 	
MGI:99159	Zfp13	zinc finger protein 13	17		positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	O95201 	J:164563 	
MGI:1349417	Zfp346	zinc finger protein 346	13		positive regulation of apoptotic process			IMP		J:57775 	
MGI:1289282	Zfp622	zinc finger protein 622	15		positive regulation of apoptotic process			ISO	Q969S3 	J:164563 	
MGI:1916478	Zfp746	zinc finger protein 746	6		positive regulation of neuron death			IBA	PTN000695194 	J:265628 	
MGI:1916478	Zfp746	zinc finger protein 746	6		positive regulation of neuron death			IGI	Q9WVS6 	J:171058 	
MGI:1916478	Zfp746	zinc finger protein 746	6		positive regulation of neuron death			ISO	Q6NUN9 	J:164563 	
MGI:1921650	Zfp819	zinc finger protein 819	7		positive regulation of apoptotic process			IDA		J:224555 	
